geography_id,country_code,country_name,region_name,district_name,sub_district_name,population,urban_rural,latitude,longitude,area_sq_km,population_density,elevation,healthcare_access_index
ZA-GAU-178,ZA,South Africa,Gauteng,Gauteng District 5,Gauteng District 5 Sub-district 1,573634.0,Urban,-24.63237,21.136089,971,970.2,1247,0.167
ZA-GAU-179,ZA,South Africa,Gauteng,Gauteng District 5,Gauteng District 5 Sub-district 2,2799829.0,Urban,-32.321874,23.071404,457,10061.41,2412,0.724
ZA-GAU-180,ZA,South Africa,Gauteng,Gauteng District 5,Gauteng District 5 Sub-district 3,2526367.0,Urban,-27.216801,32.686669,840,4939.25,1435,0.606
ZA-GAU-181,ZA,South Africa,Gauteng,Gauteng District 5,Gauteng District 5 Sub-district 4,2781715.0,Urban,-24.246316,19.743157,493,9266.36,1265,0.858
ZA-KWA-182,ZA,South Africa,KwaZulu-Natal,KwaZulu-Natal District 1,KwaZulu-Natal District 1 Sub-district 1,198095.0,Rural,-27.553954,21.434482,4619,81.41,2257,0.797
ZA-KWA-183,ZA,South Africa,KwaZulu-Natal,KwaZulu-Natal District 1,KwaZulu-Natal District 1 Sub-district 2,45583.0,Rural,-29.1885,26.382208,2478,30.21,1030,0.153
ZA-KWA-184,ZA,South Africa,KwaZulu-Natal,KwaZulu-Natal District 2,KwaZulu-Natal District 2 Sub-district 1,1251021.0,Urban,-24.714572,19.903143,992,2071.08,1453,0.475
ZA-KWA-185,ZA,South Africa,KwaZulu-Natal,KwaZulu-Natal District 2,KwaZulu-Natal District 2 Sub-district 2,84752.0,Rural,-29.123356,18.445431,936,148.7,2204,0.339
ZA-KWA-186,ZA,South Africa,KwaZulu-Natal,KwaZulu-Natal District 3,KwaZulu-Natal District 3 Sub-district 1,221919.0,Rural,-26.685865,20.243456,2946,123.71,988,0.855
ZA-KWA-187,ZA,South Africa,KwaZulu-Natal,KwaZulu-Natal District 3,KwaZulu-Natal District 3 Sub-district 2,1163457.0,Urban,-31.249418,31.899233,266,7183.11,569,0.815
ZA-KWA-188,ZA,South Africa,KwaZulu-Natal,KWAZULU-NATAL DISTRICT 3,KwaZulu-Natal District 3 Sub-district 3,864344.0,Urban,-32.13569,29.999214,801,1772.14,1809,0.791
ZA-KWA-189,ZA,South Africa,KwaZulu-Natal,KwaZulu-Natal District 4,KwaZulu-Natal District 4 Sub-district 1,293836.0,Rural,-32.095585,17.257098,569,848.08,590,0.463
ZA-KWA-190,ZA,South Africa,KwaZulu-Natal,KwaZulu-Natal District 4,KwaZulu-Natal District 4 Sub-district 2,1046577.0,Urban,-27.025356,17.914416,702,2448.37,1559,0.837
ZA-KWA-191,ZA,South Africa,KwaZulu-Natal,KwaZulu-Natal District 4,KwaZulu-Natal District 4 Sub-district 3,104984.0,Rural,-28.994833,16.5,3394,50.8,1259,0.298
ZA-KWA-192,ZA,South Africa,KwaZulu-Natal,KwaZulu-Natal District 4,KwaZulu-Natal District 4 Sub-district 4,2738664.0,Urban,-28.640865,16.815027,510,8818.85,116,0.572
ZA-WES-193,ZA,South Africa,Western Cape,Western Cape District 1,Western Cape District 1 Sub-district 1,146860.0,Rural,-33.464554,18.229329,4483,53.8,1389,0.88
ZA-WES-194,ZA,South Africa,Western Cape,Western Cape District 1,Western Cape District 1 Sub-district 2,2223685.0,Urban,-25.264217,31.147207,111,32899.84,1415,0.679
ZA-WES-195,ZA,South Africa,Western Cape,Western Cape District 1,Western Cape District 1 Sub-district 3,1179185.0,Urban,-26.753146,17.342429,319,6070.65,1109,0.268
ZA-WES-196,ZA,South Africa,Western Cape,Western Cape District 1,Western Cape District 1 Sub-district 4,1387472.0,Urban,-33.48675,22.395165,11,207145.36,2272,0.17
ZA-WES-197,ZA,South Africa,Western Cape,Western Cape District 2,Western Cape District 2 Sub-district 1,1076744.0,Urban,-32.661058,23.550742,203,8710.84,89,0.652
ZA-WES-198,ZA,South Africa,Western Cape,Western Cape District 2,Western Cape District 2 Sub-district 2,2740565.0,Urban,-33.109798,28.035522,881,5108.67,1994,0.199
ZA-WES-199,ZA,South Africa,Western Cape,Western Cape District 3,Western Cape District 3 Sub-district 1,2044573.0,Urban,-26.204745,27.093484,562,5974.61,715,0.797
ZA-WES-200,ZA,South Africa,Western Cape,Western Cape District 3,Western Cape District 3 Sub-district 2,2780683.0,Urban,-24.202927,27.082231,392,11649.54,2054,0.629
ZA-WES-201,ZA,South Africa,Western Cape,Western Cape District 3,Western Cape District 3 Sub-district 3,2636022.0,Urban,-24.198009,24.928023,136,31831.24,808,0.231
ZA-WES-202,ZA,South Africa,Western Cape,Western Cape District 3,Western Cape District 3 Sub-district 4,872463.0,Urban,-32.879775,21.093693,918,1560.8,1560,0.797
ZA-EAS-203,ZA,South Africa,Eastern Cape,Eastern Cape District 1,Eastern Cape District 1 Sub-district 1,2810635.0,Urban,-24.132651,32.077258,318,14515.13,694,0.135
ZA-EAS-204,ZA,South Africa,Eastern Cape,Eastern Cape District 1,Eastern Cape District 1 Sub-district 2,1485976.0,Urban,-25.224844,23.22916,321,7602.4,1082,0.62
ZA-EAS-205,ZA,South Africa,Eastern Cape,Eastern Cape District 1,Eastern Cape District 1 Sub-district 3,1718641.0,Urban,-30.417267,24.640957,216,13066.97,352,0.772
ZA-EAS-206,ZA,South Africa,Eastern Cape,Eastern Cape District 2,Eastern Cape District 2 Sub-district 1,66567.0,Rural,-24.151522,24.757291,4661,23.45,1387,0.714
ZA-EAS-207,ZA,South Africa,Eastern Cape,Eastern Cape District 2,Eastern Cape District 2 Sub-district 2,259622.0,Rural,-22.659622,27.269477,1323,322.27,1535,0.585
ZA-LIM-208,ZA,South Africa,Limpopo,Limpopo District 1,Limpopo District 1 Sub-district 1,265986.0,Rural,-27.795888,30.507786,4331,100.86,1269,0.387
ZA-LIM-209,ZA,South Africa,Limpopo,Limpopo District 1,Limpopo District 1 Sub-district 2,267098.0,Rural,-25.624023,18.10379,4939,88.81,2147,0.827
ZA-LIM-210,ZA,South Africa,Limpopo,Limpopo District 1,Limpopo District 1 Sub-district 3,2114140.0,Urban,-29.504618,21.010511,943,3681.85,552,0.298
ZA-LIM-211,ZA,South Africa,Limpopo,Limpopo District 1,Limpopo District 1 Sub-district 4,90312.0,Rural,-29.478192,20.128227,179,828.59,837,0.622
ZA-LIM-212,ZA,South Africa,Limpopo,Limpopo District 2,Limpopo District 2 Sub-district 1,231261.0,Rural,-25.360165,16.5,4605,82.47,300,0.29
ZA-LIM-213,ZA,South Africa,Limpopo,Limpopo District 2,Limpopo District 2 Sub-district 2,2650801.0,Urban,-34.0,17.02083,979,4446.7,1628,0.37
ZA-MPU-214,ZA,South Africa,Mpumalanga,Mpumalanga District 1,Mpumalanga District 1 Sub-district 1,866960.0,Urban,-31.951429,25.341978,522,2727.55,2360,0.234
ZA-MPU-215,ZA,South Africa,Mpumalanga,Mpumalanga District 1,Mpumalanga District 1 Sub-district 2,485968.0,Urban,-26.099176,26.107194,174,4586.72,2352,0.775
ZA-MPU-216,ZA,South Africa,Mpumalanga,Mpumalanga District 1,Mpumalanga District 1 Sub-district 3,101622.0,Rural,-24.565406,24.3743,1324,126.05,956,0.127
ZA-FRE-217,ZA,South Africa,Free State,Free State District 1,Free State District 1 Sub-district 1,2036174.0,Urban,-23.336732,16.5,128,26124.53,1058,0.462
ZA-FRE-218,ZA,South Africa,Free State,Free State District 1,Free State District 1 Sub-district 2,128437.0,Rural,-28.489182,16.5,4635,45.51,275,0.889
ZA-FRE-219,ZA,South Africa,Free State,Free State District 1,Free State District 1 Sub-district 3,179962.0,Rural,-34.0,21.012143,3918,75.43,1208,0.564
ZA-NOR-220,ZA,South Africa,North West,North West District 1,North West District 1 Sub-district 1,35992.0,Rural,-24.485629,20.856681,4453,13.27,1359,0.852
ZA-NOR-221,ZA,South Africa,North West,North West District 1,North West District 1 Sub-district 2,104649.0,Rural,-22.0,20.106372,1849,92.95,1381,0.795
ZA-NOR-222,ZA,South Africa,North West,North West District 1,North West District 1 Sub-district 3,892010.0,Urban,-22.0,24.704867,423,3463.16,2161,0.295
ZA-NOR-223,ZA,South Africa,North West,North West District 1,North West District 1 Sub-district 4,169321.0,Rural,-23.265768,20.421401,4490,61.93,813,0.835
ZA-NOR-224,ZA,South Africa,North West,North West District 2,North West District 2 Sub-district 1,2088967.0,Urban,-22.565933,29.504733,370,9272.0,1009,0.584
ZA-NOR-225,ZA,South Africa,North West,North West District 2,North West District 2 Sub-district 2,198095.0,Rural,-22.0,30.906215,3878,65.62,488,0.187
