date,geography_id,temperature_min_c,temperature_max_c,temperature_avg_c,rainfall_mm,humidity_pct
2022-02-26,KE-NAI-007,35.3,43.1,38.7,0.0,40.3
2022-02-27,KE-NAI-007,31.4,40.5,36.6,0.0,35.3
2022-02-28,KE-NAI-007,29.5,40.8,35.0,19.3,64.5
2022-03-01,KE-NAI-007,35.9,44.7,40.5,0.0,58.2
2022-03-02,KE-NAI-007,30.0,41.2,35.4,0.0,61.0
2022-03-03,KE-NAI-007,32.0,41.0,35.9,134.7,95.2
2022-03-04,KE-NAI-007,31.4,39.5,35.6,27.4,82.2
2022-03-05,KE-NAI-007,34.2,40.1,37.5,111.6,95.3
2022-03-06,KE-NAI-007,36.9,46.2,40.2,32.3,87.9
2022-03-07,KE-NAI-007,32.4,41.5,37.6,0.0,60.2
2022-03-08,KE-NAI-007,29.9,40.5,35.5,5.5,96.0
2022-03-09,KE-NAI-007,30.0,41.4,35.5,0.0,57.7
2022-03-10,KE-NAI-007,34.3,39.6,36.8,0.0,60.9
2022-03-11,KE-NAI-007,37.3,44.1,41.5,0.0,57.1
2022-03-12,KE-NAI-007,33.0,41.7,36.1,44.0,90.5
2022-03-13,KE-NAI-007,33.0,43.0,38.0,0.0,56.4
2022-03-14,KE-NAI-007,28.1,38.6,34.1,22.0,84.9
2022-03-15,KE-NAI-007,34.2,42.5,39.0,0.0,59.5
2022-03-16,KE-NAI-007,34.0,39.4,36.7,19.0,97.7
2022-03-17,KE-NAI-007,33.5,41.6,36.9,0.0,61.8
2022-03-18,KE-NAI-007,35.1,45.1,39.4,0.0,56.1
2022-03-19,KE-NAI-007,37.3,44.8,40.2,96.7,82.8
2022-03-20,KE-NAI-007,31.2,41.1,36.1,0.0,58.1
2022-03-21,KE-NAI-007,37.8,46.2,41.3,0.0,61.1
2022-03-22,KE-NAI-007,32.6,42.4,38.6,28.9,82.0
2022-03-23,KE-NAI-007,32.7,41.9,36.7,66.2,80.9
2022-03-24,KE-NAI-007,32.1,43.4,37.7,117.3,91.9
2022-03-25,KE-NAI-007,30.9,40.0,36.0,0.0,55.2
2022-03-26,KE-NAI-007,33.7,41.4,36.9,162.1,93.8
2022-03-27,KE-NAI-007,37.8,47.5,41.7,2.4,88.3
2022-03-28,KE-NAI-007,37.4,44.8,40.4,49.2,85.9
2022-03-29,KE-NAI-007,32.5,42.8,38.0,55.3,98.6
2022-03-30,KE-NAI-007,31.7,39.9,35.7,0.0,63.6
2022-03-31,KE-NAI-007,31.2,39.4,36.7,0.0,57.3
2022-04-01,KE-NAI-007,37.1,45.8,40.6,0.0,63.9
2022-04-02,KE-NAI-007,35.5,40.9,38.0,0.0,55.2
2022-04-03,KE-NAI-007,34.3,44.0,39.9,0.0,60.9
2022-04-04,KE-NAI-007,31.9,42.6,37.9,78.3,88.6
2022-04-05,KE-NAI-007,34.3,40.1,36.9,23.5,94.8
2022-04-06,KE-NAI-007,33.8,43.2,38.7,36.1,88.8
2022-04-07,KE-NAI-007,32.0,40.1,35.7,16.6,95.0
2022-04-08,KE-NAI-007,33.0,43.1,38.2,124.4,94.3
2022-04-09,KE-NAI-007,32.1,41.6,36.0,35.5,94.0
2022-04-10,KE-NAI-007,33.2,40.2,37.7,32.1,96.8
2022-04-11,KE-NAI-007,37.2,42.7,40.0,41.9,83.2
2022-04-12,KE-NAI-007,33.9,39.2,36.6,160.6,96.7
2022-04-13,KE-NAI-007,34.6,43.6,38.4,0.0,60.2
2022-04-14,KE-NAI-007,32.4,39.5,35.8,0.0,59.5
2022-04-15,KE-NAI-007,34.3,40.3,37.5,87.8,96.4
2022-04-16,KE-NAI-007,35.2,44.8,39.3,14.7,87.9
2022-04-17,KE-NAI-007,35.4,43.0,39.1,0.0,58.4
2022-04-18,KE-NAI-007,32.1,39.5,36.7,0.0,63.2
2022-04-19,KE-NAI-007,30.4,39.8,35.9,88.2,91.1
2022-04-20,KE-NAI-007,34.7,41.8,38.8,0.0,63.7
2022-04-21,KE-NAI-007,31.3,41.2,37.2,0.0,60.5
2022-04-22,KE-NAI-007,35.5,43.9,39.1,22.1,89.1
2022-04-23,KE-NAI-007,31.1,41.1,36.4,105.9,91.6
2022-04-24,KE-NAI-007,30.3,38.6,34.8,148.9,93.6
2022-04-25,KE-NAI-007,35.4,43.4,40.2,0.0,62.7
2022-04-26,KE-NAI-007,32.4,41.1,35.4,114.8,82.0
2022-04-27,KE-NAI-007,35.1,42.9,40.0,16.7,97.3
2022-04-28,KE-NAI-007,32.4,41.1,37.1,0.0,60.7
2022-04-29,KE-NAI-007,33.4,41.4,37.3,0.0,59.1
2022-04-30,KE-NAI-007,34.0,45.2,39.7,0.0,61.6
2022-05-01,KE-NAI-007,35.9,42.3,39.1,0.0,56.7
2022-05-02,KE-NAI-007,32.5,41.2,36.1,78.3,90.9
2022-05-03,KE-NAI-007,34.0,43.2,37.4,180.1,90.8
2022-05-04,KE-NAI-007,33.3,43.0,38.0,0.0,63.7
2022-05-05,KE-NAI-007,35.0,40.8,37.8,0.0,59.4
2022-05-06,KE-NAI-007,32.2,41.6,36.2,0.0,56.5
2022-05-07,KE-NAI-007,31.0,38.9,36.2,0.0,59.8
2022-05-08,KE-NAI-007,32.1,39.3,36.3,0.0,61.3
2022-05-09,KE-NAI-007,35.5,43.3,40.0,163.6,84.2
2022-05-10,KE-NAI-007,30.5,39.4,35.0,94.2,98.2
2022-05-11,KE-NAI-007,31.4,39.5,34.6,31.9,92.4
2022-05-12,KE-NAI-007,34.6,41.7,37.2,170.5,90.0
2022-05-13,KE-NAI-007,29.8,40.9,35.1,169.8,94.5
2022-05-14,KE-NAI-007,31.4,41.3,35.7,0.0,63.9
2022-05-15,KE-NAI-007,34.7,44.1,38.5,0.0,57.8
2022-05-16,KE-NAI-007,31.7,39.3,36.2,0.0,61.9
2022-05-17,KE-NAI-007,29.3,37.7,33.9,59.5,86.1
2022-05-18,KE-NAI-007,31.0,39.6,33.8,37.7,82.7
2022-05-19,KE-NAI-007,30.0,40.0,35.8,117.2,95.6
2022-05-20,KE-NAI-007,33.1,40.2,35.8,110.5,91.8
2022-05-21,KE-NAI-007,31.2,39.3,36.2,45.3,99.6
2022-05-22,KE-NAI-007,32.5,42.1,37.4,0.0,62.7
2022-05-23,KE-NAI-007,28.0,37.5,32.7,0.0,59.1
2022-05-24,KE-NAI-007,28.9,39.7,34.8,61.6,82.2
2022-05-25,KE-NAI-007,30.7,40.4,34.4,65.8,99.1
2022-05-26,KE-NAI-007,31.3,37.7,34.7,0.0,55.8
2022-05-27,KE-NAI-007,32.0,39.0,36.2,0.0,61.3
2022-05-28,KE-NAI-007,31.7,41.1,35.7,0.0,63.8
2022-05-29,KE-NAI-007,27.9,35.4,32.0,0.0,59.6
2022-05-30,KE-NAI-007,28.4,34.5,31.3,0.0,58.9
2022-05-31,KE-NAI-007,27.5,36.7,31.3,126.6,95.6
2022-06-01,KE-NAI-007,29.0,39.0,33.9,0.0,43.3
2022-06-02,KE-NAI-007,30.2,36.6,33.7,0.0,37.2
2022-06-03,KE-NAI-007,27.9,37.1,33.5,0.0,41.6
2022-06-04,KE-NAI-007,28.2,39.1,33.8,0.0,36.7
2022-06-05,KE-NAI-007,25.6,35.6,31.1,0.0,41.1
2022-06-06,KE-NAI-007,29.7,35.0,32.3,0.0,43.9
2022-06-07,KE-NAI-007,27.1,36.9,31.6,0.0,40.9
2022-06-08,KE-NAI-007,30.5,41.3,35.5,0.0,38.8
2022-06-09,KE-NAI-007,27.0,38.4,32.6,0.0,37.4
2022-06-10,KE-NAI-007,28.6,35.8,33.0,0.0,42.4
2022-06-11,KE-NAI-007,27.8,33.6,30.9,0.0,36.8
2022-06-12,KE-NAI-007,25.9,36.9,31.3,0.0,42.6
2022-06-13,KE-NAI-007,29.3,39.0,33.7,18.1,69.6
2022-06-14,KE-NAI-007,27.8,36.1,33.1,0.0,39.4
2022-06-15,KE-NAI-007,26.9,33.6,29.7,0.0,36.7
2022-06-16,KE-NAI-007,27.8,36.7,32.5,0.0,42.1
2022-06-17,KE-NAI-007,27.2,35.2,30.2,0.0,43.8
2022-06-18,KE-NAI-007,26.7,34.7,31.4,35.7,70.2
2022-06-19,KE-NAI-007,30.1,37.2,34.0,0.0,42.1
2022-06-20,KE-NAI-007,27.5,35.7,31.0,10.1,70.9
2022-06-21,KE-NAI-007,26.5,38.1,32.1,0.0,37.4
2022-06-22,KE-NAI-007,28.1,35.6,33.0,0.0,38.4
2022-06-23,KE-NAI-007,22.0,32.1,26.4,0.0,41.0
2022-06-24,KE-NAI-007,22.3,30.3,27.1,0.0,38.3
2022-06-25,KE-NAI-007,28.8,37.5,32.3,11.1,65.2
2022-06-26,KE-NAI-007,22.4,32.8,27.7,0.0,38.5
2022-06-27,KE-NAI-007,23.8,31.3,28.7,0.0,38.2
2022-06-28,KE-NAI-007,26.4,37.1,31.9,0.0,42.3
2022-06-29,KE-NAI-007,25.0,30.4,27.9,0.0,44.0
2022-06-30,KE-NAI-007,24.5,34.0,29.8,0.0,39.0
2022-07-01,KE-NAI-007,24.7,31.4,28.9,0.0,37.5
2022-07-02,KE-NAI-007,24.7,33.7,27.8,0.0,37.2
2022-07-03,KE-NAI-007,24.3,30.8,27.8,0.0,43.5
2022-07-04,KE-NAI-007,23.2,32.4,26.8,12.7,79.5
2022-07-05,KE-NAI-007,26.8,34.2,29.6,0.0,38.0
2022-07-06,KE-NAI-007,21.7,29.2,25.7,0.0,43.6
2022-07-07,KE-NAI-007,24.3,32.5,28.7,0.0,38.7
2022-07-08,KE-NAI-007,25.4,34.2,28.9,0.0,43.7
2022-07-09,KE-NAI-007,26.5,33.6,29.2,0.0,43.6
2022-07-10,KE-NAI-007,19.3,29.9,24.6,0.0,44.9
2022-07-11,KE-NAI-007,20.2,30.3,25.1,0.0,37.1
2022-07-12,KE-NAI-007,20.0,28.4,24.0,11.1,68.7
2022-07-13,KE-NAI-007,20.1,26.8,23.4,24.1,72.5
2022-07-14,KE-NAI-007,24.7,33.6,29.2,0.0,37.3
2022-07-15,KE-NAI-007,22.1,29.1,26.0,0.0,39.4
2022-07-16,KE-NAI-007,21.7,32.2,27.6,0.0,39.4
2022-07-17,KE-NAI-007,21.6,30.7,25.2,0.0,36.9
2022-07-18,KE-NAI-007,20.9,29.7,24.0,9.4,60.3
2022-07-19,KE-NAI-007,22.0,28.7,26.0,0.0,40.1
2022-07-20,KE-NAI-007,22.6,30.0,26.2,0.0,39.5
2022-07-21,KE-NAI-007,21.1,31.4,26.3,0.0,38.2
2022-07-22,KE-NAI-007,20.8,30.8,26.3,0.0,38.0
2022-07-23,KE-NAI-007,20.1,29.4,25.9,0.0,44.7
2022-07-24,KE-NAI-007,18.4,28.0,23.6,0.0,43.6
2022-07-25,KE-NAI-007,18.5,28.0,23.4,0.0,44.5
2022-07-26,KE-NAI-007,20.9,31.2,26.0,0.0,40.9
2022-07-27,KE-NAI-007,20.3,30.4,25.4,0.0,41.5
2022-07-28,KE-NAI-007,19.0,28.6,23.7,0.0,40.7
2022-07-29,KE-NAI-007,19.6,26.7,22.4,0.0,44.3
2022-07-30,KE-NAI-007,17.6,29.3,23.4,0.0,37.1
2022-07-31,KE-NAI-007,20.2,26.4,23.5,31.9,67.7
2022-08-01,KE-NAI-007,20.7,30.0,25.6,0.0,43.8
2022-08-02,KE-NAI-007,19.9,27.9,25.3,28.2,66.7
2022-08-03,KE-NAI-007,17.5,26.8,22.3,0.0,44.5
2022-08-04,KE-NAI-007,18.1,28.8,23.5,0.0,36.2
2022-08-05,KE-NAI-007,19.5,26.0,22.3,0.0,44.3
2022-08-06,KE-NAI-007,19.8,30.5,25.8,0.0,37.1
2022-08-07,KE-NAI-007,23.0,31.1,26.7,7.8,70.6
2022-08-08,KE-NAI-007,16.0,27.0,21.3,0.0,37.3
2022-08-09,KE-NAI-007,19.8,27.3,23.0,0.0,41.1
2022-08-10,KE-NAI-007,16.9,25.2,22.3,33.1,65.3
2022-08-11,KE-NAI-007,17.4,24.0,21.2,19.1,71.0
2022-08-12,KE-NAI-007,17.3,26.1,21.1,0.0,37.3
2022-08-13,KE-NAI-007,15.7,21.1,18.2,0.0,36.5
2022-08-14,KE-NAI-007,19.8,25.4,22.6,0.0,43.4
2022-08-15,KE-NAI-007,16.8,24.6,20.9,20.0,79.3
2022-08-16,KE-NAI-007,14.0,22.0,19.0,0.0,40.3
2022-08-17,KE-NAI-007,20.3,29.1,24.0,15.2,77.1
2022-08-18,KE-NAI-007,15.1,25.1,19.9,0.0,41.4
2022-08-19,KE-NAI-007,14.4,23.0,19.5,0.0,43.4
2022-08-20,KE-NAI-007,20.3,26.9,24.4,0.0,42.1
2022-08-21,KE-NAI-007,16.4,21.8,19.3,50.0,75.0
2022-08-22,KE-NAI-007,16.6,23.3,19.2,0.0,44.4
2022-08-23,KE-NAI-007,17.2,23.8,20.9,0.0,40.3
2022-08-24,KE-NAI-007,17.7,25.9,22.3,0.0,40.6
2022-08-25,KE-NAI-007,13.0,22.0,16.8,38.9,66.6
2022-08-26,KE-NAI-007,15.9,25.6,21.5,0.0,38.9
2022-08-27,KE-NAI-007,17.8,26.2,20.9,0.0,37.0
2022-08-28,KE-NAI-007,20.7,28.5,23.6,0.0,39.9
2022-08-29,KE-NAI-007,10.6,21.3,16.1,0.0,41.4
2022-08-30,KE-NAI-007,12.9,20.7,15.9,0.0,35.3
2022-08-31,KE-NAI-007,14.3,24.4,18.4,0.0,38.4
2022-09-01,KE-NAI-007,16.2,27.4,21.7,0.0,37.3
2022-09-02,KE-NAI-007,8.2,17.4,13.9,0.0,35.0
2022-09-03,KE-NAI-007,17.3,25.2,22.1,0.0,40.9
2022-09-04,KE-NAI-007,12.3,21.3,16.5,0.0,41.7
2022-09-05,KE-NAI-007,11.4,18.3,15.4,0.0,40.9
2022-09-06,KE-NAI-007,17.9,25.9,20.7,18.3,74.1
2022-09-07,KE-NAI-007,15.8,24.7,18.7,0.0,41.9
2022-09-08,KE-NAI-007,15.1,23.5,18.8,0.0,42.3
2022-09-09,KE-NAI-007,16.1,21.7,18.8,0.0,42.0
2022-09-10,KE-NAI-007,16.9,23.8,19.7,0.0,44.3
2022-09-11,KE-NAI-007,15.4,24.4,20.8,8.9,75.6
2022-09-12,KE-NAI-007,19.4,26.2,22.8,50.0,79.3
2022-09-13,KE-NAI-007,11.5,21.2,16.7,0.0,36.4
2022-09-14,KE-NAI-007,16.6,25.9,20.2,0.0,39.5
2022-09-15,KE-NAI-007,12.5,21.7,17.2,0.0,41.8
2022-09-16,KE-NAI-007,17.5,28.1,22.2,0.0,41.1
2022-09-17,KE-NAI-007,12.3,23.1,18.3,0.0,36.6
2022-09-18,KE-NAI-007,14.0,21.8,19.2,0.0,43.0
2022-09-19,KE-NAI-007,16.6,23.2,19.5,26.9,68.4
2022-09-20,KE-NAI-007,16.9,24.6,20.3,5.9,63.5
2022-09-21,KE-NAI-007,13.7,22.6,18.3,0.0,42.2
2022-09-22,KE-NAI-007,17.0,22.7,19.9,0.0,40.2
2022-09-23,KE-NAI-007,15.2,22.5,17.9,0.0,44.5
2022-09-24,KE-NAI-007,12.3,19.2,15.6,0.0,44.6
2022-09-25,KE-NAI-007,15.2,26.2,20.6,21.1,71.3
2022-09-26,KE-NAI-007,13.8,22.5,18.2,0.0,35.3
2022-09-27,KE-NAI-007,14.6,23.7,18.8,0.0,41.4
2022-09-28,KE-NAI-007,13.2,24.5,18.8,0.0,36.6
2022-09-29,KE-NAI-007,11.3,20.6,16.7,8.7,68.0
2022-09-30,KE-NAI-007,11.6,18.3,14.6,0.0,36.4
2022-10-01,KE-NAI-007,19.0,27.2,22.1,102.6,92.9
2022-10-02,KE-NAI-007,14.3,23.0,17.6,122.7,81.9
2022-10-03,KE-NAI-007,10.0,21.3,15.5,103.1,82.1
2022-10-04,KE-NAI-007,14.7,23.1,20.2,23.2,94.6
2022-10-05,KE-NAI-007,15.5,23.9,20.0,10.1,97.5
2022-10-06,KE-NAI-007,12.1,20.9,15.3,76.1,85.1
2022-10-07,KE-NAI-007,15.0,22.5,18.5,25.3,85.8
2022-10-08,KE-NAI-007,9.6,20.1,15.5,0.0,64.5
2022-10-09,KE-NAI-007,13.2,23.3,18.6,0.0,63.6
2022-10-10,KE-NAI-007,12.5,22.8,18.4,42.8,81.4
2022-10-11,KE-NAI-007,18.4,25.6,22.0,55.2,89.3
2022-10-12,KE-NAI-007,13.1,20.1,17.4,200.0,95.3
2022-10-13,KE-NAI-007,17.1,23.9,20.7,0.0,62.9
2022-10-14,KE-NAI-007,10.9,20.3,16.4,0.0,62.4
2022-10-15,KE-NAI-007,13.9,21.9,16.5,0.0,56.2
2022-10-16,KE-NAI-007,17.5,25.3,20.1,0.0,61.9
2022-10-17,KE-NAI-007,10.0,19.5,14.0,28.8,82.6
2022-10-18,KE-NAI-007,12.5,20.2,17.4,91.6,93.9
2022-10-19,KE-NAI-007,15.2,24.3,20.3,163.4,80.5
2022-10-20,KE-NAI-007,15.8,25.2,21.1,31.5,92.1
2022-10-21,KE-NAI-007,12.8,21.4,17.3,0.0,59.5
2022-10-22,KE-NAI-007,16.1,24.5,20.1,200.0,86.2
2022-10-23,KE-NAI-007,14.8,25.1,19.4,59.2,83.0
2022-10-24,KE-NAI-007,14.7,24.1,18.8,0.0,56.7
2022-10-25,KE-NAI-007,19.2,28.1,23.6,0.0,62.9
2022-10-26,KE-NAI-007,16.9,25.6,20.9,0.0,57.4
2022-10-27,KE-NAI-007,13.3,22.7,19.0,17.8,99.4
2022-10-28,KE-NAI-007,15.3,23.5,18.8,0.0,58.5
2022-10-29,KE-NAI-007,12.0,22.3,17.5,18.2,85.7
2022-10-30,KE-NAI-007,12.1,20.4,15.8,139.4,89.5
2022-10-31,KE-NAI-007,10.7,19.3,14.3,93.6,90.6
2022-11-01,KE-NAI-007,17.2,22.7,20.1,114.5,87.7
2022-11-02,KE-NAI-007,17.4,25.5,20.0,0.0,64.3
2022-11-03,KE-NAI-007,19.7,27.9,22.9,0.0,56.2
2022-11-04,KE-NAI-007,15.8,25.4,20.7,27.6,93.4
2022-11-05,KE-NAI-007,13.6,23.2,18.6,19.8,90.9
2022-11-06,KE-NAI-007,17.0,27.5,21.8,40.8,88.3
2022-11-07,KE-NAI-007,18.6,27.0,22.7,0.0,62.8
2022-11-08,KE-NAI-007,18.0,26.0,21.1,70.5,84.0
2022-11-09,KE-NAI-007,12.5,18.6,15.0,136.0,88.2
2022-11-10,KE-NAI-007,16.6,23.7,20.0,10.6,90.6
2022-11-11,KE-NAI-007,15.6,25.0,20.2,139.5,92.8
2022-11-12,KE-NAI-007,17.5,24.7,21.5,7.6,83.8
2022-11-13,KE-NAI-007,18.8,27.2,22.1,31.4,81.0
2022-11-14,KE-NAI-007,20.2,30.1,25.8,5.4,85.4
2022-11-15,KE-NAI-007,20.0,28.2,23.0,14.0,93.3
2022-11-16,KE-NAI-007,18.6,25.0,22.3,37.8,82.5
2022-11-17,KE-NAI-007,19.9,27.7,22.9,90.7,91.0
2022-11-18,KE-NAI-007,18.8,26.5,21.9,0.0,56.4
2022-11-19,KE-NAI-007,17.3,25.0,22.0,81.2,98.2
2022-11-20,KE-NAI-007,16.0,25.7,21.5,34.6,93.6
2022-11-21,KE-NAI-007,19.2,27.6,23.8,0.0,61.2
2022-11-22,KE-NAI-007,15.8,21.8,18.7,0.0,56.9
2022-11-23,KE-NAI-007,21.1,28.9,25.2,72.8,89.4
2022-11-24,KE-NAI-007,19.7,27.9,23.4,0.0,63.5
2022-11-25,KE-NAI-007,15.8,23.6,21.0,0.0,63.0
2022-11-26,KE-NAI-007,20.3,30.0,25.1,87.7,88.6
2022-11-27,KE-NAI-007,15.6,24.5,20.1,150.0,97.3
2022-11-28,KE-NAI-007,18.3,26.8,22.4,113.8,97.2
2022-11-29,KE-NAI-007,17.6,26.2,20.6,0.0,59.6
2022-11-30,KE-NAI-007,17.5,26.0,21.7,0.0,57.0
2022-12-01,KE-NAI-007,16.5,27.5,22.2,0.0,40.0
2022-12-02,KE-NAI-007,21.5,28.2,25.2,0.0,35.2
2022-12-03,KE-NAI-007,18.4,23.8,21.0,0.0,41.6
2022-12-04,KE-NAI-007,22.6,29.7,25.3,0.0,35.3
2022-12-05,KE-NAI-007,22.4,32.3,26.5,2.2,67.7
2022-12-06,KE-NAI-007,19.2,28.1,24.6,5.6,72.9
2022-12-07,KE-NAI-007,20.9,30.6,26.5,0.0,38.6
2022-12-08,KE-NAI-007,22.4,30.6,25.3,0.0,39.6
2022-12-09,KE-NAI-007,19.5,25.6,22.1,14.8,62.0
2022-12-10,KE-NAI-007,21.0,29.8,25.9,0.0,43.7
2022-12-11,KE-NAI-007,18.4,26.7,23.5,0.0,36.3
2022-12-12,KE-NAI-007,21.3,29.6,26.0,0.0,41.9
2022-12-13,KE-NAI-007,19.7,29.8,25.6,0.0,43.2
2022-12-14,KE-NAI-007,22.8,30.9,26.2,0.0,38.1
2022-12-15,KE-NAI-007,19.5,27.9,24.9,0.6,62.1
2022-12-16,KE-NAI-007,23.0,30.8,26.7,0.0,35.8
2022-12-17,KE-NAI-007,20.0,31.3,25.9,0.0,42.7
2022-12-18,KE-NAI-007,21.1,29.5,23.7,0.0,39.9
2022-12-19,KE-NAI-007,22.7,31.4,27.3,0.0,35.8
2022-12-20,KE-NAI-007,22.1,30.4,25.6,0.0,37.3
2022-12-21,KE-NAI-007,22.9,33.0,28.0,0.0,37.3
2022-12-22,KE-NAI-007,24.3,33.7,28.0,0.0,44.3
2022-12-23,KE-NAI-007,21.2,30.7,26.4,0.0,40.4
2022-12-24,KE-NAI-007,23.0,31.5,27.0,0.0,39.8
2022-12-25,KE-NAI-007,22.6,32.2,26.8,0.0,40.5
2022-12-26,KE-NAI-007,25.4,35.7,30.8,0.0,38.6
2022-12-27,KE-NAI-007,21.5,28.2,25.2,0.0,40.6
2022-12-28,KE-NAI-007,25.5,35.1,31.3,0.7,60.1
2022-12-29,KE-NAI-007,21.6,33.3,27.3,8.9,73.4
2022-12-30,KE-NAI-007,23.7,34.6,29.1,0.0,44.2
2022-12-31,KE-NAI-007,22.4,32.0,26.1,0.0,40.5
2023-01-01,KE-NAI-007,22.9,29.7,26.5,0.0,43.3
2023-01-02,KE-NAI-007,23.0,33.4,27.6,0.0,39.0
2023-01-03,KE-NAI-007,22.1,33.1,27.2,31.2,62.5
2023-01-04,KE-NAI-007,24.0,32.0,27.5,0.0,38.5
2023-01-05,KE-NAI-007,22.2,29.2,26.6,0.0,39.8
2023-01-06,KE-NAI-007,22.9,31.6,28.7,0.0,42.0
2023-01-07,KE-NAI-007,23.0,30.8,26.8,37.5,77.6
2023-01-08,KE-NAI-007,24.8,32.6,27.4,33.0,72.3
2023-01-09,KE-NAI-007,27.6,36.6,31.9,0.0,37.3
2023-01-10,KE-NAI-007,24.5,30.9,27.1,0.0,39.1
2023-01-11,KE-NAI-007,26.6,34.8,30.3,0.0,41.1
2023-01-12,KE-NAI-007,24.5,34.6,29.9,0.0,41.2
2023-01-13,KE-NAI-007,25.8,32.3,29.7,1.7,68.8
2023-01-14,KE-NAI-007,26.8,35.4,31.8,24.6,64.1
2023-01-15,KE-NAI-007,27.5,38.2,33.0,0.0,37.8
2023-01-16,KE-NAI-007,23.8,33.6,28.2,0.0,35.2
2023-01-17,KE-NAI-007,27.6,35.5,30.8,0.0,43.0
2023-01-18,KE-NAI-007,26.1,34.7,30.1,0.0,44.0
2023-01-19,KE-NAI-007,25.7,33.7,30.6,0.0,35.4
2023-01-20,KE-NAI-007,22.6,31.4,28.1,0.0,43.0
2023-01-21,KE-NAI-007,24.1,32.6,27.9,0.0,41.0
2023-01-22,KE-NAI-007,28.0,38.9,33.8,0.0,42.7
2023-01-23,KE-NAI-007,29.0,39.0,34.5,0.0,37.8
2023-01-24,KE-NAI-007,30.5,39.1,33.6,18.5,71.8
2023-01-25,KE-NAI-007,27.3,35.8,33.1,0.0,41.7
2023-01-26,KE-NAI-007,25.4,36.1,30.2,0.0,35.4
2023-01-27,KE-NAI-007,28.4,39.1,33.6,0.0,41.7
2023-01-28,KE-NAI-007,29.8,38.7,35.1,0.0,42.4
2023-01-29,KE-NAI-007,32.8,42.1,36.8,0.0,43.1
2023-01-30,KE-NAI-007,32.2,39.5,34.8,0.0,41.6
2023-01-31,KE-NAI-007,31.1,39.6,34.7,0.0,41.6
2023-02-01,KE-NAI-007,28.9,38.5,34.7,0.0,41.2
2023-02-02,KE-NAI-007,31.2,39.8,35.2,0.0,43.5
2023-02-03,KE-NAI-007,27.4,36.7,32.9,0.0,38.7
2023-02-04,KE-NAI-007,28.5,36.2,33.6,0.0,38.7
2023-02-05,KE-NAI-007,31.4,41.6,35.8,0.0,41.6
2023-02-06,KE-NAI-007,31.9,41.3,37.3,0.0,36.8
2023-02-07,KE-NAI-007,30.4,38.1,34.2,15.7,66.5
2023-02-08,KE-NAI-007,27.1,35.7,32.3,0.0,38.0
2023-02-09,KE-NAI-007,35.4,43.7,39.2,0.0,40.2
2023-02-10,KE-NAI-007,30.3,39.7,34.5,0.0,41.5
2023-02-11,KE-NAI-007,30.2,37.8,32.8,0.0,40.4
2023-02-12,KE-NAI-007,35.1,43.2,38.5,0.0,38.4
2023-02-13,KE-NAI-007,33.1,39.4,35.9,0.0,44.3
2023-02-14,KE-NAI-007,32.2,42.1,37.8,0.0,43.2
2023-02-15,KE-NAI-007,35.7,41.4,38.3,11.2,69.4
2023-02-16,KE-NAI-007,30.6,39.2,33.9,0.0,44.7
2023-02-17,KE-NAI-007,31.2,41.3,36.6,0.0,42.5
2023-02-18,KE-NAI-007,34.7,43.8,40.0,0.0,39.2
2023-02-19,KE-NAI-007,35.2,42.4,39.7,0.0,41.6
2023-02-20,KE-NAI-007,32.2,40.4,36.2,0.0,38.9
2023-02-21,KE-NAI-007,32.9,42.5,36.8,0.0,42.4
2023-02-22,KE-NAI-007,32.9,41.3,37.2,0.0,41.2
2023-02-23,KE-NAI-007,31.6,39.0,36.3,0.1,64.4
2023-02-24,KE-NAI-007,34.2,42.1,37.3,18.0,68.7
2023-02-25,KE-NAI-007,32.2,41.6,36.1,0.0,39.0
2023-02-26,KE-NAI-007,32.0,40.5,38.0,0.0,38.9
2023-02-27,KE-NAI-007,36.1,42.7,38.6,0.0,43.2
2023-02-28,KE-NAI-007,30.0,39.8,35.3,1.9,77.3
2023-03-01,KE-NAI-007,35.3,41.5,37.9,19.2,84.5
2023-03-02,KE-NAI-007,33.1,40.8,35.7,0.0,56.7
2023-03-03,KE-NAI-007,34.8,43.2,39.2,0.0,57.3
2023-03-04,KE-NAI-007,34.8,45.3,39.4,0.0,59.5
2023-03-05,KE-NAI-007,32.1,41.5,37.8,0.0,63.3
2023-03-06,KE-NAI-007,31.1,39.5,37.0,0.0,63.5
2023-03-07,KE-NAI-007,33.2,42.7,38.4,0.0,57.8
2023-03-08,KE-NAI-007,33.9,42.3,36.8,161.4,82.9
2023-03-09,KE-NAI-007,34.8,44.1,38.4,0.0,64.5
2023-03-10,KE-NAI-007,37.0,42.4,39.5,0.0,64.0
2023-03-11,KE-NAI-007,33.6,41.9,37.6,0.0,55.4
2023-03-12,KE-NAI-007,37.7,45.9,42.7,0.0,65.0
2023-03-13,KE-NAI-007,41.1,48.3,43.6,40.6,84.4
2023-03-14,KE-NAI-007,35.5,43.2,40.4,56.4,94.6
2023-03-15,KE-NAI-007,32.6,42.9,37.4,74.5,95.3
2023-03-16,KE-NAI-007,32.3,40.7,36.7,0.0,55.5
2023-03-17,KE-NAI-007,32.9,40.6,35.7,182.6,82.8
2023-03-18,KE-NAI-007,34.3,42.7,38.2,21.4,92.6
2023-03-19,KE-NAI-007,33.5,44.4,38.6,97.9,96.7
